01-REG|02-NUM_ITEM|03-COD_ITEM|04-DESCR_COMPL|05-QTD|06-UNID|07-VL_ITEM|08-VL_DESC|09-IND_MOV|10-CST_ICMS|11-CFOP|12-COD_NAT|13-VL_BC_ICMS|14-ALIQ_ICMS|15-VL_ICMS|16-VL_BC_ICMS_ST|17-ALIQ_ST|18-VL_ICMS_ST|19-IND_APUR|20-CST_IPI|21-COD_ENQ|22-VL_BC_IPI|23-ALIQ_IPI|24-VL_IPI|25-CST_PIS|26-VL_BC_PIS|27-ALIQ_PIS|28-QUANT_BC_PIS|29-ALIQ_PIS_REAIS|30-VL_PIS|31-CST_COFINS|32-VL_BC_COFINS|33-ALIQ_COFINS|34-QUANT_BC_COFINS|35-ALIQ_COFINS_REAIS|36-VL_COFINS|37-COD_CTA|38-VL_ABAT_NT|39-LINHA
C170|1|PRO08001001-44|Arco Cirúrgico Ziehm Modelo 8000BR|1|UN|158792,22|0|0|600|5102|512|158792,22|4|6351,69|0|0|0|0|53|999|0|0|0|01|158792,22|1,65|||2620,07|01|158792,22|7,6|||12068,21|9999||581
C170|1|PRO01116061-101|ECOGRAFO E-CUBE 5-W - 20006050 - IMP|1|UN|27658,89|0|0|600|5102|512|27658,89|4|1106,36|0|0|0|0|53|999|0|0|0|01|27658,89|1,65|||456,37|01|27658,89|7,6|||2102,08|1532||584
C170|1|PRO03113033-50|CONTROLADORA DE RAIO-X|1|PC|11231,33|0|0|100|5102|512|11231,33|4|449,25|0|0|0|0|53|999|0|0|0|01|11231,33|1,65|||185,32|01|11231,33|7,6|||853,58|9999||590
C170|1|PRO03121223-44|IMAGEM DE MEMORIA V2-1/2K-2 - R14470 - IMP|1|PC|47771,1|0|0|100|5102|51200|47771,1|17|8121,09|0|0|0|0|53|999|0|0|0|01|47771,1|1,65|||788,22|01|47771,1|7,6|||3630,6|1534||594
C170|2|PRO03121174-44|CABO P0 7000/8000/VISTA 7.5M 24815 - IMP.|1|PC|19968|0|0|100|5102|51200|19968|17|3394,56|0|0|0|0|53|999|0|0|0|01|19968|1,65|||329,47|01|19968|7,6|||1517,57|9999||595
C170|1|PRO25002001-3|Henetix 300   50ml|100|FR|3600|0|0|800|6108|61200|3600|4|144|0|0|0|0|53|999|0|0|0|06|0|0|||0|06|0|0|||0|9999||601
C170|1|PRO04007006-45|TUBO DE CABECA PROLINE XEC - 10010327 |1|PC|364,04|0|0|200|5102|512|364,04|17|61,89|0|0|0|0|53|999|0|0|0|01|364,04|1,65|||6,01|01|364,04|7,6|||27,67|9999||605
C170|1|PRO03115454-50|Correia de caixa de transmissão - 32 PITCH - 2-230-4011 - Imp|1|PC|105,63|0|0|100|5102|512|105,63|4|4,23|0|0|0|0|53|999|0|0|0|01|105,63|1,65|||1,74|01|105,63|7,6|||8,03|9999||609
C170|1|PRO03115598-50|Sup disp. Biopsia manan PN3-000-2044 - Importado|1|PC|2281,88|0|0|100|5102|512|2281,88|4|91,28|0|0|0|0|53|999|0|0|0|01|2281,88|1,65|||37,65|01|2281,88|7,6|||173,42|9999||612
C170|1|PRO57001002-50|Par de monitores Barco Coronics 5MP|1|UN|8623,3|0|0|200|5102|512|8623,3|17|1465,96|0|0|0|0|53|999|0|0|0|01|8623,3|1,65|||142,28|01|8623,3|7,6|||655,37|9999||623
C170|1|PRO01223003-50|DENSITÔMETRO ÓSSEO HORIZON WI|1|UN|159900|0|0|700|5102|51200|159900|17|27183|0|0|0|0|53|999|0|0|0|01|159900|1,65|||2638,35|01|159900|7,6|||12152,4|1532||628
C170|2|PRO03223009-50|SOFTWARE PARA DENSITOMETRIA OSSEA|1|PC|106600|0|0|140|5102|51200|0|0|0|0|0|0|0|53|999|0|0|0|01|106600|1,65|||1758,9|01|106600|7,6|||8101,6|1534||629
C170|3|PRO03225007-50|CAIXA PLASTICA CONTENDO CD ROOM|1|PC|50|0|0|200|5102|51200|50|17|8,5|0|0|0|0|53|999|0|0|0|01|50|1,65|||0,83|01|50|7,6|||3,8|1534||630
C170|1|PRO03003052-999|IMPRESSORA HP OFFICEJET 8210 PRO|1|PC|1000|0|0|400|5102|51200|1000|17|170|0|0|0|0|53|999|0|0|0|01|1000|1,65|||16,5|01|1000|7,6|||76|1534||634
C170|2|PRO03005184-999|NOBREAK TITAN PRO 3KVA|1|PC|2450|0|0|300|5102|51200|2450|17|416,5|0|0|0|0|53|999|0|0|0|01|2450|1,65|||40,43|01|2450|7,6|||186,2|1534||635
C170|1|PRO03019320-50|Rele K1 - 4000100042|3|PC|273,66|0|0|200|5102|512|273,66|17|46,52|0|0|0|0|53|999|0|0|0|01|273,66|1,65|||4,52|01|273,66|7,6|||20,8|9999||639
C170|2|PRO03001123-39|Teclado|1|PC|402,97|0|0|200|5102|512|402,97|17|68,5|0|0|0|0|53|999|0|0|0|01|402,97|1,65|||6,65|01|402,97|7,6|||30,63|9999||640
C170|3|PRO03019447-50|Roldanas -  4000300066|3|PC|52,62|0|0|200|5102|512|52,62|17|8,95|0|0|0|0|53|999|0|0|0|01|52,62|1,65|||0,87|01|52,62|7,6|||4|9999||641
C170|4|PRO03001414-999|CONVERSOR TVPC RCAXVGA|1|PC|93,44|0|0|200|5102|512|93,44|17|15,88|0|0|0|0|53|999|0|0|0|01|93,44|1,65|||1,54|01|93,44|7,6|||7,1|1534||642
C170|5|PRO03001415-999|ADAPTADOR RCAXJACK F|1|PC|2,78|0|0|200|5102|512|2,78|17|0,47|0|0|0|0|53|999|0|0|0|01|2,78|1,65|||0,05|01|2,78|7,6|||0,21|1534||643
C170|6|PRO03005107-999|MEMORIA 8GB DDR3P/SERVIDOR KINGSTON|2|PC|2197,96|0|0|200|5102|512|2197,96|17|373,65|0|0|0|0|53|999|0|0|0|01|2197,96|1,65|||36,27|01|2197,96|7,6|||167,04|1534||644
C170|7|PRO03005130-999|TECLADO GAMER ILUMINADO REDRAGON HARPE K503|1|PC|130,03|0|0|000|5102|512|130,03|17|22,11|0|0|0|0|53|999|0|0|0|01|130,03|1,65|||2,15|01|130,03|7,6|||9,88|1534||645
C170|9|PRO03019473-50|Rolamento Radial Blindado -  4000300046|2|PC|92,52|0|0|200|5102|512|92,52|17|15,73|0|0|0|0|53|999|0|0|0|01|92,52|1,65|||1,53|01|92,52|7,6|||7,03|9999||647
C170|10|PRO03019488-50|Correia de Compressão - 4000100133|3|PC|72,42|0|0|200|5102|512|72,42|17|12,31|0|0|0|0|53|999|0|0|0|01|72,42|1,65|||1,19|01|72,42|7,6|||5,5|9999||648
C170|11|PRO03019497-50|Placa de Controle do Buck -  4000100384|2|PC|125,8|0|0|000|5102|512|125,8|17|21,39|0|0|0|0|53|999|0|0|0|01|125,8|1,65|||2,08|01|125,8|7,6|||9,56|9999||649
C170|12|PRO03019507-50|Correia de Transmissão para cima/baixo (pequena) - 4000100287|1|PC|75,69|0|0|200|5102|512|75,69|17|12,87|0|0|0|0|53|999|0|0|0|01|75,69|1,65|||1,25|01|75,69|7,6|||5,75|9999||650
C170|13|PRO03019509-50|Potenciometro 10V 5000HM - 4000100089|34|PC|6233,9|0|0|200|5102|512|6233,9|17|1059,76|0|0|0|0|53|999|0|0|0|01|6233,9|1,65|||102,86|01|6233,9|7,6|||473,78|9999||651
C170|14|PRO03001443-46|BANNER ADVERTENCIA MRI HITACHI|8|PC|80,24|0|0|200|5102|512|80,24|17|13,64|0|0|0|0|53|999|0|0|0|01|80,24|1,65|||1,32|01|80,24|7,6|||6,1|1534||652
C170|15|PRO03001446-46|CAPACITOR HITACHI 7006.00003|3|PC|30,75|0|0|000|5102|512|30,75|17|5,23|0|0|0|0|53|999|0|0|0|01|30,75|1,65|||0,51|01|30,75|7,6|||2,34|1534||653
C170|16|PRO03005147-999|ROTEADOR E REPETIDOR DIR 809 C/3 ANTENAS D LINK|1|PC|120,11|0|0|000|5102|512|120,11|17|20,42|0|0|0|0|53|999|0|0|0|01|120,11|1,65|||1,98|01|120,11|7,6|||9,13|1534||654
C170|17|PRO03005148-999|ADAPTADOR USB WIRELES ARCHER T4UH AC 1200|1|PC|188,28|0|0|000|5102|512|188,28|17|32,01|0|0|0|0|53|999|0|0|0|01|188,28|1,65|||3,11|01|188,28|7,6|||14,31|1534||655
C170|18|PRO03005155-999|CABO DELL P/ CONTROLADORA SAS SATA NJ056|3|PC|1515,15|0|0|200|5102|512|1515,15|17|257,58|0|0|0|0|53|999|0|0|0|01|1515,15|1,65|||25|01|1515,15|7,6|||115,15|1534||656
C170|19|PRO03005161-71|PLACA GRAFICA MXRT 2600|1|PC|1257,47|0|0|200|5102|512|1257,47|17|213,77|0|0|0|0|53|999|0|0|0|01|1257,47|1,65|||20,75|01|1257,47|7,6|||95,57|1534||657
C170|20|PRO03005172-999|MEMORIA 1GB DDR2 2XR4|2|PC|219,8|0|0|200|5102|512|219,8|17|37,37|0|0|0|0|53|999|0|0|0|01|219,8|1,65|||3,63|01|219,8|7,6|||16,7|1534||658
C170|21|PRO03019525-50|Correia de Transmissão para cima/baixo -  4000100288|1|PC|132,56|0|0|200|5102|512|132,56|17|22,54|0|0|0|0|53|999|0|0|0|01|132,56|1,65|||2,19|01|132,56|7,6|||10,07|9999||659
C170|22|PRO03019526-50|Placa de Receptor de Imagem -  4000100005|6|PC|4420,2|0|0|200|5102|512|4420,2|17|751,43|0|0|0|0|53|999|0|0|0|01|4420,2|1,65|||72,93|01|4420,2|7,6|||335,94|9999||660
C170|23|PRO03019532-50|Placa Geradora -  4000100101|1|PC|479,66|0|0|200|5102|512|479,66|17|81,54|0|0|0|0|53|999|0|0|0|01|479,66|1,65|||7,91|01|479,66|7,6|||36,45|9999||661
C170|24|PRO03019534-50|Sensor EL -  4000100129|1|PC|40,98|0|0|200|5102|512|40,98|17|6,97|0|0|0|0|53|999|0|0|0|01|40,98|1,65|||0,68|01|40,98|7,6|||3,11|9999||662
C170|25|PRO03019554-50|Tube Head -  4000100012|1|PC|375,97|0|0|200|5102|512|375,97|17|63,91|0|0|0|0|53|999|0|0|0|01|375,97|1,65|||6,2|01|375,97|7,6|||28,57|9999||663
C170|26|PRO03019592-50|Fonte de baixa tensao 15V PWR -  4000100167|1|PC|153,49|0|0|700|5102|512|153,49|17|26,09|0|0|0|0|53|999|0|0|0|01|153,49|1,65|||2,53|01|153,49|7,6|||11,67|9999||664
C170|27|PRO03008846-999|Auto Transformador Monofásico 3 KVA VP220 VS240|1|PC|654,95|0|0|200|5102|512|654,95|17|111,34|0|0|0|0|53|999|0|0|0|01|654,95|1,65|||10,81|01|654,95|7,6|||49,78|9999||665
C170|28|PRO03019021-50|Conector Femea - 3-000-5053|1|PC|144,66|0|0|200|5102|512|144,66|17|24,59|0|0|0|0|53|999|0|0|0|01|144,66|1,65|||2,39|01|144,66|7,6|||10,99|9999||666
C170|29|PRO03019022-50|Fusivel 30A - 1-070-1119|3|PC|158,25|0|0|200|5102|512|158,25|17|26,9|0|0|0|0|53|999|0|0|0|01|158,25|1,65|||2,61|01|158,25|7,6|||12,03|9999||667
C170|30|PRO03019038-50|Cabo de conexao 1-040-0812|1|PC|47,94|0|0|200|5102|512|47,94|17|8,15|0|0|0|0|53|999|0|0|0|01|47,94|1,65|||0,79|01|47,94|7,6|||3,64|9999||668
C170|31|PRO03019042-50|Lampada do Colimador FDT 12/100w - 0-02-008|1|PC|22,8|0|0|200|5102|512|22,8|17|3,88|0|0|0|0|53|999|0|0|0|01|22,8|1,65|||0,38|01|22,8|7,6|||1,73|9999||669
C170|32|PRO03019678-50|Rolamento Radial - 4000300045|1|PC|12,8|0|0|200|5102|512|12,8|17|2,18|0|0|0|0|53|999|0|0|0|01|12,8|1,65|||0,21|01|12,8|7,6|||0,97|9999||670
C170|33|PRO03008110-1|Código de Barra 18 x 24cm - SP7H2268|8|PC|112,08|0|0|200|5102|512|112,08|17|19,05|0|0|0|0|53|999|0|0|0|01|112,08|1,65|||1,85|01|112,08|7,6|||8,52|9999||671
C170|34|PRO03101152-999|Cabo p/ Monitor DVI|1|PC|22,69|0|0|000|5102|512|22,69|17|3,86|0|0|0|0|53|999|0|0|0|01|22,69|1,65|||0,37|01|22,69|7,6|||1,72|9999||672
C170|35|PRO03010011-1|Codigo de Barra 35x43 - 7C6678|6|PC|109,2|0|0|200|5102|512|109,2|17|18,56|0|0|0|0|53|999|0|0|0|01|109,2|1,65|||1,8|01|109,2|7,6|||8,3|9999||673
C170|36|PRO03010068-1|Código de Barra 24x30 - SP7H2267|10|PC|126,6|0|0|200|5102|512|126,6|17|21,52|0|0|0|0|53|999|0|0|0|01|126,6|1,65|||2,09|01|126,6|7,6|||9,62|9999||674
C170|37|PRO03002148-999|ESTABILIZADOR TENSÃO MICROPROCESSADO 75KVA TE: 380V TS: 200/115V|4|PC|123714,24|0|0|000|5102|512|123714,24|17|21031,42|0|0|0|0|53|999|0|0|0|01|123714,24|1,65|||2041,28|01|123714,24|7,6|||9402,28|1534||675
C170|38|PRO03019080-50|Cabo 75 Pes - 1-040-1275|2|PC|706,76|0|0|200|5102|512|706,76|17|120,15|0|0|0|0|53|999|0|0|0|01|706,76|1,65|||11,66|01|706,76|7,6|||53,71|9999||676
C170|39|PRO03002149-999|QUADRO DE DISTRIBUIÇÃO E COMANDO CT SUPRIA|3|PC|30759,21|0|0|000|5102|512|30759,21|17|5229,07|0|0|0|0|53|999|0|0|0|01|30759,21|1,65|||507,53|01|30759,21|7,6|||2337,7|1534||677
C170|40|PRO03002151-999|PROTOTIPO MACA IMOBILIZADORA PN 134030|1|PC|855,71|0|0|200|5102|512|855,71|17|145,47|0|0|0|0|53|999|0|0|0|06|855,71|0|||0|06|855,71|0|||0|1534||678
C170|41|PRO03019131-50|Placa Controladora Motor - 140-0085 / PCB-00084|1|PC|1151,98|0|0|200|5102|512|1151,98|17|195,84|0|0|0|0|53|999|0|0|0|01|1151,98|1,65|||19,01|01|1151,98|7,6|||87,55|9999||679
C170|42|PRO03019132-50|Placa Motor - 140-0085 / PCB-00084|1|PC|629,61|0|0|200|5102|512|629,61|17|107,03|0|0|0|0|53|999|0|0|0|01|629,61|1,65|||10,39|01|629,61|7,6|||47,85|9999||680
C170|43|PRO03019144-50|Fibra Otica da Comunicação - CBL-00465|1|PC|165,75|0|0|200|5102|512|165,75|17|28,18|0|0|0|0|53|999|0|0|0|01|165,75|1,65|||2,73|01|165,75|7,6|||12,6|9999||681
C170|44|PRO03019148-50|Deslocador da Lampada - 3-000-5082|1|PC|1810,26|0|0|200|5102|512|1810,26|17|307,74|0|0|0|0|53|999|0|0|0|01|1810,26|1,65|||29,87|01|1810,26|7,6|||137,58|9999||682
C170|45|PRO03019157-50|Conjunto Ventoinha - 3-000-3230 - FAN-00079|1|PC|59,07|0|0|200|5102|512|59,07|17|10,04|0|0|0|0|53|999|0|0|0|01|59,07|1,65|||0,97|01|59,07|7,6|||4,49|9999||683
C170|46|PRO03019158-50|Regulador de Pressão - SR-6026-01|1|PC|138,67|0|0|200|5102|512|138,67|17|23,57|0|0|0|0|53|999|0|0|0|01|138,67|1,65|||2,29|01|138,67|7,6|||10,54|9999||684
C170|47|PRO03019168-50|Chave Angulação do C-arm - ASY-01503|1|PC|9183,68|0|0|200|5102|512|9183,68|17|1561,23|0|0|0|0|53|999|0|0|0|01|9183,68|1,65|||151,53|01|9183,68|7,6|||697,96|9999||685
C170|48|PRO03019189-50|Membrana 2x3 Inteira - 1-0920011|4|PC|806,48|0|0|200|5102|512|806,48|17|137,1|0|0|0|0|53|999|0|0|0|01|806,48|1,65|||13,31|01|806,48|7,6|||61,29|9999||686
C170|49|PRO03003038-999|Pente de Memória RAM DDR II 1GB 226MHZ|1|PC|168,97|0|0|200|5102|512|168,97|17|28,72|0|0|0|0|53|999|0|0|0|01|168,97|1,65|||2,79|01|168,97|7,6|||12,84|9999||687
C170|50|PRO03003040-999|HD SEAGATA 80 GB Padrão SATA|1|PC|185,94|0|0|200|5102|512|185,94|17|31,61|0|0|0|0|53|999|0|0|0|01|185,94|1,65|||3,07|01|185,94|7,6|||14,13|9999||688
C170|51|PRO03003053-999|MEMORIA DDR3 2GB 1333 MARKVISION PC10600|1|PC|138,76|0|0|200|5102|512|138,76|17|23,59|0|0|0|0|53|999|0|0|0|01|138,76|1,65|||2,29|01|138,76|7,6|||10,55|1534||689
C170|52|PRO03019206-50|Compressor 24x30 - 3-535-0069|33|PC|3890,04|0|0|200|5102|512|3890,04|17|661,31|0|0|0|0|53|999|0|0|0|01|3890,04|1,65|||64,19|01|3890,04|7,6|||295,64|9999||690
C170|53|PRO03019230-50|Placa Geradora - 4000100101|2|PC|969,54|0|0|200|5102|512|969,54|17|164,82|0|0|0|0|53|999|0|0|0|01|969,54|1,65|||16|01|969,54|7,6|||73,69|9999||691
C170|54|PRO03019231-50|Kit Bandeja de Compressão - 4000100079|1|PC|1234,81|0|0|200|5102|512|1234,81|17|209,92|0|0|0|0|53|999|0|0|0|01|1234,81|1,65|||20,37|01|1234,81|7,6|||93,85|9999||692
C170|55|PRO03019235-50|Placa de Encoder do Drum - 4000300022|1|PC|107,3|0|0|200|5102|512|107,3|17|18,24|0|0|0|0|53|999|0|0|0|01|107,3|1,65|||1,77|01|107,3|7,6|||8,15|9999||693
C170|56|PRO03019238-50|Placa de Interface -4000100300|2|PC|268,16|0|0|700|5102|512|268,16|17|45,59|0|0|0|0|53|999|0|0|0|01|268,16|1,65|||4,42|01|268,16|7,6|||20,38|9999||694
C170|57|PRO03019245-50|Placa de Controle do Tubo - 4000800015|1|PC|1824,99|0|0|200|5102|512|1824,99|17|310,25|0|0|0|0|53|999|0|0|0|01|1824,99|1,65|||30,11|01|1824,99|7,6|||138,7|9999||695
C170|58|PRO03019246-50|Placa Mãe - 4000800016|1|PC|3557,54|0|0|200|5102|512|3557,54|17|604,78|0|0|0|0|53|999|0|0|0|01|3557,54|1,65|||58,7|01|3557,54|7,6|||270,37|9999||696
C170|59|PRO03019247-50|Fonte de Baixa - 4000100037|6|PC|1462,2|0|0|200|5102|512|1462,2|17|248,57|0|0|0|0|53|999|0|0|0|01|1462,2|1,65|||24,13|01|1462,2|7,6|||111,13|9999||697
C170|60|PRO03019268-50|Painel de Controle -  4000300084|1|PC|100,43|0|0|000|5102|512|100,43|17|17,07|0|0|0|0|53|999|0|0|0|01|100,43|1,65|||1,66|01|100,43|7,6|||7,63|9999||698
C170|61|PRO03019273-50|Placa Drive TZ - 4000300017|2|PC|4059,08|0|0|200|5102|512|4059,08|17|690,04|0|0|0|0|53|999|0|0|0|01|4059,08|1,65|||66,97|01|4059,08|7,6|||308,49|9999||699
C170|62|PRO03019275-50|Placa de Processamento - 4000100302|1|PC|2856,03|0|0|700|5102|512|2856,03|17|485,53|0|0|0|0|53|999|0|0|0|01|2856,03|1,65|||47,12|01|2856,03|7,6|||217,06|9999||700
C170|63|PRO03019310-50|Placa Microprocessadora Principal -  4000100400|1|PC|355,99|0|0|000|5102|512|355,99|17|60,52|0|0|0|0|53|999|0|0|0|01|355,99|1,65|||5,87|01|355,99|7,6|||27,06|9999||701
C170|64|PRO03004082-89|ETIQUETA PAINEL GITO IT 1|1|PC|5,69|0|0|000|5102|512|5,69|17|0,97|0|0|0|0|53|999|0|0|0|01|5,69|1,65|||0,09|01|5,69|7,6|||0,43|1534||702
C170|65|PRO03005188-39|FONTE DELL PRECISION 690|1|PC|965,77|0|0|200|5102|512|965,77|17|164,18|0|0|0|0|53|999|0|0|0|01|965,77|1,65|||15,94|01|965,77|7,6|||73,4|1534||703
C170|66|PRO03019312-50|Placa de Proteção Filamento - 1-003-0289|6|PC|294,18|0|0|200|5102|512|294,18|17|50,01|0|0|0|0|53|999|0|0|0|01|294,18|1,65|||4,85|01|294,18|7,6|||22,36|9999||704
C170|67|PRO03005051-999|Estabilizador de tensao 15 KVA Entrada 220V Saida 220V|1|PC|9507,66|0|0|000|5102|512|9507,66|17|1616,3|0|0|0|0|53|999|0|0|0|01|9507,66|1,65|||156,88|01|9507,66|7,6|||722,58|9999||705
C170|68|PRO03019353-50|Deslocador da Lâmpada - 4000100059|12|PC|21761,64|0|0|200|5102|512|21761,64|17|3699,48|0|0|0|0|53|999|0|0|0|01|21761,64|1,65|||359,07|01|21761,64|7,6|||1653,88|9999||706
C170|69|PRO03019365-50|Placa de Captura DSM - 4000300107|1|PC|2012,39|0|0|200|5102|512|2012,39|17|342,11|0|0|0|0|53|999|0|0|0|01|2012,39|1,65|||33,2|01|2012,39|7,6|||152,94|9999||707
C170|70|PRO03019378-50|Projetor de Caracteres -  4000100190|1|PC|9166,62|0|0|200|5102|512|9166,62|17|1558,33|0|0|0|0|53|999|0|0|0|01|9166,62|1,65|||151,25|01|9166,62|7,6|||696,66|9999||708
C170|71|PRO03001370-999|FUSIVEL F101 24X65X111 100A 700V 200KA|10|PC|676,1|0|0|000|5102|512|676,1|17|114,94|0|0|0|0|53|999|0|0|0|01|676,1|1,65|||11,16|01|676,1|7,6|||51,38|1534||709
C170|72|PRO03005092-999|Engrenagem do Motor ASSY-Actuator PN# 3.000.5072|1|PC|282,58|0|0|000|5102|512|282,58|17|48,04|0|0|0|0|53|999|0|0|0|01|282,58|1,65|||4,66|01|282,58|7,6|||21,48|9999||710
C170|74|PRO03008677-999|HD Sata 500GB|1|PC|295,45|0|0|000|5102|512|295,45|17|50,23|0|0|0|0|53|999|0|0|0|01|295,45|1,65|||4,87|01|295,45|7,6|||22,45|9999||712
C170|1|PRO04005380-50|PLACA DE INTERFACE - PCB-00123|1|PC|235,03|0|0|200|5102|512|235,03|17|39,96|0|0|0|0|53|999|0|0|0|01|235,03|1,65|||3,88|01|235,03|7,6|||17,86|1535||715
C170|2|PRO04005403-999|HD SEAGATE ENTERPRISE 1 TB SAS 3,5 12 GBPS|1|PC|74,74|0|0|200|5102|512|74,74|17|12,71|0|0|0|0|53|999|0|0|0|01|74,74|1,65|||1,23|01|74,74|7,6|||5,68|1535||716
C170|3|PRO04001150-46|HD PARA CONSOLE PN 7437779A|1|PC|225,53|0|0|200|5102|512|225,53|17|38,34|0|0|0|0|53|999|0|0|0|01|225,53|1,65|||3,72|01|225,53|7,6|||17,14|1535||717
C170|4|PRO58001025-5|Avental Prot. O Genitais 40x45cm 1MMPB - PFP40NAZ|1|UN|545,7|0|0|000|5102|512|545,7|17|92,77|0|0|0|0|53|999|0|0|0|01|545,7|1,65|||9|01|545,7|7,6|||41,47|9999||718
C170|5|PRO57001003-50|Adaptador Estereoloc STX-2|1|UN|3547,02|0|0|200|5102|512|3547,02|17|602,99|0|0|0|0|53|999|0|0|0|01|3547,02|1,65|||58,53|01|3547,02|7,6|||269,57|9999||719
C170|6|PRO04005011-50|RECEPTOR DE IMAGEM - PN ASY-01389|1|PC|12170,62|0|0|200|5102|512|12170,62|17|2069,01|0|0|0|0|53|999|0|0|0|01|12170,62|1,65|||200,82|01|12170,62|7,6|||924,97|9999||720
C170|7|PRO04005111-50|FILTROS PARA MOVIMENTAÇÃO E POSICIONAMENTO DOS RAIOS-X - PN ASY-01306-R|1|PC|1080,77|0|0|200|5102|512|1080,77|17|183,73|0|0|0|0|53|999|0|0|0|01|1080,77|1,65|||17,83|01|1080,77|7,6|||82,14|9999||721
C170|8|PRO04005304-50|DISPLAY LCD PN ASY-01353 |1|PC|1200,11|0|0|200|5102|512|1200,11|17|204,02|0|0|0|0|53|999|0|0|0|01|1200,11|1,65|||19,8|01|1200,11|7,6|||91,21|9999||722
C170|9|PRO30001083-999|Cabo condutor eletro|1|PC|32,18|0|0|000|5102|512|32,18|17|5,47|0|0|0|0|53|999|0|0|0|01|32,18|1,65|||0,53|01|32,18|7,6|||2,45|9999||723
C170|10|PRO55027015-5|Ecran Lumax 30x40cm|1|UN|744,06|0|0|200|5102|512|744,06|17|126,49|0|0|0|0|53|999|0|0|0|01|744,06|1,65|||12,28|01|744,06|7,6|||56,55|9999||724
C170|11|PRO04009002-1|Monitor LCD 3 MPl Grayscale- 6580815|1|PC|7730,63|0|0|000|5102|512|7730,63|17|1314,21|0|0|0|0|53|999|0|0|0|01|7730,63|1,65|||127,56|01|7730,63|7,6|||587,53|9999||725
C170|12|PRO03131004-999|ESTABILIZADOR DE TENSÃO OMEGA 3KVA ENT 220 SAIDA 120 PN 923176|1|UN|3351,39|0|0|400|5102|512|3351,39|17|569,74|0|0|0|0|53|999|0|0|0|01|3351,39|1,65|||55,3|01|3351,39|7,6|||254,71|1534||726
C170|13|PRO03131011-999|SUPORTE DA PISTOLA STX PN SPI12STX|1|UN|887,5|0|0|000|5102|512|887,5|17|150,88|0|0|0|0|53|999|0|0|0|01|887,5|1,65|||14,64|01|887,5|7,6|||67,45|1534||727
C170|14|PRO03132010-50|FUSIVEL T5000 50077-010|5|PC|31,2|0|0|700|5102|512|31,2|17|5,3|0|0|0|0|53|999|0|0|0|01|31,2|1,65|||0,51|01|31,2|7,6|||2,37|9999||728
C170|15|PRO03132011-50|FUSIVEL T5000 50077-011|5|PC|6,6|0|0|700|5102|512|6,6|17|1,12|0|0|0|0|53|999|0|0|0|01|6,6|1,65|||0,11|01|6,6|7,6|||0,5|9999||729
C170|16|PRO03132012-50|FUSIVEL T5000 50077-013|5|PC|6,6|0|0|700|5102|512|6,6|17|1,12|0|0|0|0|53|999|0|0|0|01|6,6|1,65|||0,11|01|6,6|7,6|||0,5|9999||730
C170|17|PRO03132013-50|FUSIVEL T5000 50077-016|5|PC|31,25|0|0|700|5102|512|31,25|17|5,31|0|0|0|0|53|999|0|0|0|01|31,25|1,65|||0,52|01|31,25|7,6|||2,38|9999||731
C170|18|PRO03132014-50|FUSIVEL T5000 50077-019|5|PC|6,95|0|0|700|5102|512|6,95|17|1,18|0|0|0|0|53|999|0|0|0|01|6,95|1,65|||0,11|01|6,95|7,6|||0,53|9999||732
C170|19|PRO03132015-50|FUSIVEL T5000 50077-020|6|PC|14,94|0|0|700|5102|512|14,94|17|2,54|0|0|0|0|53|999|0|0|0|01|14,94|1,65|||0,25|01|14,94|7,6|||1,14|9999||733
C170|20|PRO03132016-50|FUSIVEL T5000 50077-021|3|PC|4,17|0|0|700|5102|512|4,17|17|0,71|0|0|0|0|53|999|0|0|0|01|4,17|1,65|||0,07|01|4,17|7,6|||0,32|9999||734
C170|21|PRO03132017-50|FUSIVEL T5000 53245-015|5|PC|6,9|0|0|700|5102|512|6,9|17|1,17|0|0|0|0|53|999|0|0|0|01|6,9|1,65|||0,11|01|6,9|7,6|||0,52|9999||735
C170|22|PRO03132018-50|CHAVE SEL TP5000 50714-001|2|PC|57,72|0|0|200|5102|512|57,72|17|9,81|0|0|0|0|53|999|0|0|0|01|57,72|1,65|||0,95|01|57,72|7,6|||4,39|9999||736
C170|23|PRO03132019-50|INTERRUPTOR TP5000 52874-001|2|PC|20,34|0|0|200|5102|512|20,34|17|3,46|0|0|0|0|53|999|0|0|0|01|20,34|1,65|||0,34|01|20,34|7,6|||1,55|9999||737
C170|24|PRO03132020-50|CABO TP5000 52899-001|1|PC|23,84|0|0|200|5102|512|23,84|17|4,05|0|0|0|0|53|999|0|0|0|01|23,84|1,65|||0,39|01|23,84|7,6|||1,81|9999||738
C170|25|PRO03132021-50|CABO ENT TP5000 71730-001|1|PC|241,48|0|0|200|5102|512|241,48|17|41,05|0|0|0|0|53|999|0|0|0|01|241,48|1,65|||3,98|01|241,48|7,6|||18,35|9999||739
C170|26|PRO03132022-50|CABO ENT TP5000 71731-001|1|PC|132,22|0|0|200|5102|512|132,22|17|22,48|0|0|0|0|53|999|0|0|0|01|132,22|1,65|||2,18|01|132,22|7,6|||10,05|9999||740
C170|27|PRO03132023-50|CABO CONEC TP5000 71885-001|2|PC|18,38|0|0|200|5102|512|18,38|17|3,12|0|0|0|0|53|999|0|0|0|01|18,38|1,65|||0,3|01|18,38|7,6|||1,4|9999||741
